listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles,price_log,nearest_bus_stop_miles_log,nearby_bus_stops_log,QoL_index
6652,38.853363,-77.364319,2013,23,11.8,0.22,16,0,4.11,7.607878073278507,0.1988508587451652,2.833213344056216,0.1742183710410953
6653,38.823208,-77.146408,1796,28,16.7,0.27,18,1,0.7,7.493873886783559,0.23901690047049992,2.9444389791664403,0.36272240163150954
6655,38.850853,-77.351196,3051,23,13.0,0.05,21,0,3.38,8.023552392404348,0.04879016416943201,3.091042453358316,0.2835653458976414
6656,38.73967,-77.092911,1395,28,14.3,0.29,6,0,1.23,7.241366283322318,0.25464221837358075,1.9459101490553132,-0.027836883142278928
6657,38.869484,-77.23159,2665,23,14.7,0.22,37,2,0.02,7.888334500738654,0.1988508587451652,3.6375861597263857,0.7265803428021692
6658,38.858917,-77.353966,2229,23,17.7,0.09,25,0,3.71,7.709756864454165,0.08617769624105233,3.258096538021482,0.5172476980832074
6659,38.801121,-77.160873,2858,28,16.0,0.35,10,0,1.02,7.958227192322312,0.30010459245033805,2.3978952727983707,0.08036262953547832
6661,38.75555,-77.079102,2500,28,15.2,0.23,6,0,2.06,7.824445930877619,0.20701416938432612,1.9459101490553132,0.013025503077728571
6662,38.782968,-77.12124,1994,28,16.7,1.24,0,0,1.09,7.598399329323964,0.8064758658669485,0.0,-0.2667163119558913
6664,38.760677,-77.151009,2862,28,13.8,2.57,0,0,1.73,7.959625305098115,1.2725655957915476,0.0,-0.5052121234721059
6665,38.858917,-77.353966,2869,23,17.7,0.09,25,0,3.71,7.962067308753666,0.08617769624105233,3.258096538021482,0.512647185682135
