listing_db_id,latitude,longitude,price,aqi,nwi_score,nearest_bus_stop_miles,nearby_bus_stops,nearby_parks,nearest_park_miles,price_log,nearest_bus_stop_miles_log,nearby_bus_stops_log,QoL_index
21247,39.094685,-77.074192,850,29,12.2,0.12,34,0,0.98,6.7464121285733745,0.11332868530700317,3.5553480614894135,0.05980730960641359
21248,39.028068,-77.041134,3295,29,13.8,0.3,37,0,1.93,8.100464891029363,0.26236426446749106,3.6375861597263857,0.08690322632876096
21249,39.23178,-77.247711,3150,25,14.0,8.91,0,0,10.02,8.055475141757274,2.2935443483418965,0.0,-0.5879423268746408
21250,39.233813,-77.244046,3200,25,14.0,8.94,0,0,10.14,8.071218539969863,2.2965670206684825,0.0,-0.5888673730696515
21251,39.160097,-77.199551,1799,23,11.3,3.34,0,0,4.72,7.495541943884256,1.4678743481123135,0.0,-0.4442483700174525
21252,39.085112,-76.932451,2800,34,10.3,0.21,41,1,0.29,7.937731775260109,0.1906203596086497,3.7376696182833684,-0.0881650746663759
21253,39.026566,-77.118394,2200,29,16.5,0.39,23,1,0.97,7.696667081526462,0.3293037471426004,3.1780538303479458,0.31617191931720645
21254,39.040789,-76.976508,3700,34,9.3,0.27,30,0,2.13,8.216358332386156,0.23901690047049992,3.4339872044851463,-0.3500167153572552
21255,39.023812,-77.126146,5300,29,13.7,0.05,38,2,0.69,8.575650760987806,0.04879016416943201,3.6635616461296463,0.4520897042296461
21256,39.03055,-77.099594,1600,29,13.0,1.07,0,1,0.61,7.3783837129967145,0.7275486072772778,0.0,-0.29300592713442764
21257,39.101843,-76.923911,3200,34,12.3,0.42,15,0,1.43,8.071218539969863,0.35065687161316933,2.772588722239781,-0.30974961498681525
21258,39.080965,-76.979948,3050,34,8.3,1.1,0,0,1.73,8.02322468471667,0.7419373447293773,0.0,-0.8982331865065798
21259,39.090516,-77.061011,3195,29,11.2,0.53,5,1,0.26,8.069655306886165,0.4252677354043441,1.791759469228055,-0.11622113667041545
21260,39.139379,-77.201594,1350,24,13.7,2.4,0,0,3.47,7.208600337960199,1.2237754316221157,0.0,-0.31875298457743323
21261,38.978202,-77.09168,2400,28,19.7,0.4,20,1,0.68,7.783640596221253,0.33647223662121295,3.044522437723423,0.486651404457785
21262,39.041064,-77.036441,3500,29,14.2,0.33,16,0,1.55,8.160803920954665,0.2851789422336624,2.833213344056216,0.005817734275392148
21263,39.027334,-77.151602,2400,29,8.2,0.5,8,0,0.88,7.783640596221253,0.4054651081081644,2.1972245773362196,-0.3629656034152981
21264,39.152073,-77.071418,2950,29,16.0,0.24,27,0,4.24,7.989899374942939,0.2151113796169455,3.332204510175204,0.16466268711977552
21265,39.125225,-77.156954,2600,29,10.5,0.57,8,0,2.12,7.8636512654486515,0.4510756193602167,2.1972245773362196,-0.2681459629022174
21266,39.086678,-76.963949,1850,34,11.7,0.65,10,0,1.43,7.523481312573497,0.5007752879124893,2.3978952727983707,-0.402670378535134
21267,39.061403,-77.033488,3900,29,13.0,0.3,13,0,1.64,8.268988209506656,0.26236426446749106,2.6390573296152584,-0.069184321371795
21268,39.175171,-77.201334,1875,24,11.8,4.29,0,0,5.73,7.53689712956617,1.665818245870208,0.0,-0.5055270193369137
21269,39.055765,-77.124199,2700,29,13.8,0.5,10,3,0.7,7.901377353792616,0.4054651081081644,2.3978952727983707,0.4116240622006508
21270,39.171981,-77.284966,3500,23,13.2,7.37,0,0,6.57,8.160803920954665,2.124653884501384,0.0,-0.507516272282267
21271,39.087248,-77.1376,3500,29,14.8,0.52,21,4,0.55,8.160803920954665,0.41871033485818504,3.091042453358316,0.6959684497175266
21272,39.092194,-77.044737,2850,29,6.8,1.41,0,1,0.63,7.955425088912672,0.8796267475025636,0.0,-0.6211103876422301
21273,39.206605,-77.262802,3800,25,12.3,7.96,0,0,8.43,8.24301946898925,2.192770226986839,0.0,-0.648369687523588
21274,39.085963,-77.100606,4200,29,12.5,1.05,0,0,1.33,8.343077871169383,0.7178397931503169,0.0,-0.4967467024687154
21275,39.15564,-77.274933,2050,24,12.8,6.37,0,0,5.32,7.62608275807238,1.9974177062012453,0.0,-0.5310972703183707
21276,39.179052,-77.277815,2200,24,14.3,7.31,0,0,6.85,7.696667081526462,2.1174596088673567,0.0,-0.4886524808336358
21277,39.027843,-77.099888,2395,29,13.0,1.23,0,1,0.59,7.78155595923534,0.8020015854720274,0.0,-0.31607179878850084
21278,39.13232,-77.191322,2759,29,14.2,1.66,0,0,2.78,7.9229859587111955,0.9783261227936076,0.0,-0.4657892557275174
21279,39.091345,-77.13919,2800,29,14.7,0.59,20,2,0.39,7.937731775260109,0.4637340162321401,3.044522437723423,0.3501610779513104
21402,39.203646,-77.243414,5000,25,15.7,7.15,0,0,8.06,8.517393171418904,2.0980179272527715,0.0,-0.47681750637082093
21403,39.130495,-77.234599,2800,23,12.8,3.75,0,0,2.99,7.937731775260109,1.55814461804655,0.0,-0.40229543580042293
21404,39.03084,-77.079364,3100,29,11.5,0.19,26,1,0.56,8.03947991910045,0.173953307123438,3.295836866004329,0.12618547297431615
21405,39.058852,-76.943,3500,34,12.2,0.08,40,0,1.76,8.160803920954665,0.07696104113612832,3.713572066704308,-0.14873659563426384
21406,39.10203,-76.930356,3500,34,12.3,0.49,30,0,1.3,8.160803920954665,0.3987761199573678,3.4339872044851463,-0.2445862577236555
21407,39.125804,-77.243965,2800,23,19.0,4.19,0,0,2.78,7.937731775260109,1.6467336971777973,0.0,-0.1355095447529917
21408,39.060682,-76.948358,3500,34,12.2,0.19,37,0,1.71,8.160803920954665,0.173953307123438,3.6375861597263857,-0.17804942964409257
21409,39.278278,-77.208926,2200,25,11.2,11.18,0,0,12.76,7.696667081526462,2.4997952622817508,0.0,-0.7538612193854178
21410,39.015829,-77.078002,5900,29,11.7,0.03,26,0,1.0,8.682877107057168,0.0295588022415444,3.295836866004329,-0.011037045316521204
21411,39.089295,-77.133532,3000,29,13.0,0.69,12,2,0.36,8.006700845440367,0.5247285289349821,2.5649493574615367,0.2019536605727534
21412,39.027748,-77.154556,2095,29,8.2,0.66,1,0,1.03,7.647786045440933,0.5068176023684519,0.6931471805599453,-0.5568790370152205
21413,39.277869,-77.204309,2550,25,13.5,11.1,0,0,12.69,7.844240718141811,2.4932054526026954,0.0,-0.6492556921644186
21414,38.984043,-77.096846,2450,28,18.0,0.09,29,1,0.92,7.804251383528112,0.08617769624105233,3.4011973816621555,0.5023256257818057
21415,39.174072,-77.200734,2200,24,11.8,4.21,0,0,5.65,7.696667081526462,1.6505798557652755,0.0,-0.5052238599442395
21416,39.178639,-77.27919,1900,24,14.3,7.36,0,0,6.85,7.550135342488429,2.1234584270966104,0.0,-0.4872468450391125
21417,39.015745,-77.108001,2500,29,12.0,0.53,21,2,0.3,7.824445930877619,0.4252677354043441,3.091042453358316,0.2414344816002264
21418,39.126427,-77.167952,4400,29,10.5,0.48,6,0,2.1,8.38958706681109,0.3920420877760237,1.9459101490553132,-0.29451581648172925
21419,39.093895,-77.112871,2150,29,12.7,1.28,0,0,1.01,7.67368812926773,0.8241754429663494,0.0,-0.49777620625995583
21420,39.109327,-77.007272,2500,34,4.8,0.37,14,0,3.16,7.824445930877619,0.31481073984003355,2.70805020110221,-0.6505368935212239
21421,38.978311,-77.149284,8700,28,12.8,0.62,13,0,1.2,9.071193240566025,0.4824261492442927,2.6390573296152584,-0.09770050529416191
21422,39.050437,-77.110543,2595,29,12.2,0.08,29,1,0.59,7.86172707782398,0.07696104113612832,3.4011973816621555,0.19438916949845908
21423,39.039655,-77.028987,3199,29,14.2,0.22,16,0,2.16,8.070906088787819,0.1988508587451652,2.833213344056216,0.02567795508051929
21424,39.03763,-77.027814,2000,29,14.2,0.1,16,0,2.23,7.601402334583733,0.09531017980432487,2.833213344056216,0.05609275734294117
21425,38.963809,-77.101565,3000,28,14.2,0.02,33,1,0.5,8.006700845440367,0.019802627296179712,3.5263605246161616,0.35223235120675295
21426,39.087846,-76.939725,3300,34,12.7,0.16,57,1,0.29,8.101980731853192,0.14842000511827327,4.060443010546419,0.0658116691086126
21427,39.121097,-77.236139,1850,24,18.8,3.74,0,0,2.36,7.523481312573497,1.556037135706985,0.0,-0.1597903137821023
21428,39.178525,-77.278086,1600,24,14.3,7.3,0,0,6.82,7.3783837129967145,2.1162555148025524,0.0,-0.48259490322929255
21429,38.99295,-77.102203,2950,28,16.3,0.07,43,0,1.19,7.989899374942939,0.06765864847381481,3.784189633918261,0.3039550420553775
21430,38.999964,-77.208968,15000,24,9.2,1.02,0,0,2.96,9.61587214452889,0.7030975114131134,0.0,-0.4599540671307899
21431,39.158658,-77.168357,3180,29,14.7,2.68,0,0,4.33,8.064950891749143,1.3029127521808397,0.0,-0.5138645962096188
21432,39.177728,-77.284066,2800,24,9.3,7.54,0,0,6.91,7.937731775260109,2.1447610078004784,0.0,-0.7290395621266572
21433,39.077408,-77.143341,750,29,15.5,0.24,20,1,0.22,6.621405651764134,0.2151113796169455,3.044522437723423,0.29829793903621477
21434,39.198967,-77.142633,950,29,7.7,5.59,0,0,7.23,6.85751406254539,1.8855533485144158,0.0,-0.9371461745164356
21435,39.02806,-77.106634,2250,29,13.0,1.16,0,0,1.07,7.719129840906732,0.7701082216960736,0.0,-0.4733791779034273
21436,39.188383,-77.202541,2334,23,11.7,5.14,0,0,6.62,7.755767170102998,1.814824742159051,0.0,-0.5038048648447176
21437,39.149766,-77.27546,2250,23,14.8,6.25,0,0,4.98,7.719129840906732,1.9810014688665833,0.0,-0.3954692771638331
21438,39.171082,-77.257948,1500,24,10.8,6.13,0,0,5.98,7.313886831633462,1.9643112344262046,0.0,-0.6105087993592329
21439,39.156545,-77.167716,1850,29,15.2,2.54,0,0,4.18,7.523481312573497,1.264126727145683,0.0,-0.4727822967760041
21440,39.063877,-76.972253,1850,34,13.8,0.34,23,0,1.67,7.523481312573497,0.29266961396282004,3.1780538303479458,-0.1712788695485304
21441,39.193702,-77.100572,2995,29,5.8,3.35,0,0,7.06,8.005033344637111,1.4701758451005928,0.0,-0.9578838488124244
21442,39.111869,-77.169499,4800,29,14.5,0.3,12,0,1.1,8.476579508530941,0.26236426446749106,2.5649493574615367,-0.012523101083148285
21443,39.151365,-77.224996,2700,23,15.3,3.9,0,0,4.42,7.901377353792616,1.589235205116581,0.0,-0.2930801945809431
21444,39.178176,-77.186746,2750,29,11.8,4.19,0,0,5.75,7.919719760924575,1.6467336971777973,0.0,-0.7173189178625643
21445,38.978202,-77.09168,2425,28,19.7,0.4,20,1,0.68,7.793999089503996,0.33647223662121295,3.044522437723423,0.4864625324634607
21446,39.124255,-77.166914,3750,29,10.5,0.32,8,0,1.96,8.229777750081887,0.2776317365982795,2.1972245773362196,-0.23821335293355045
21447,39.158232,-77.163712,2000,29,14.7,2.65,0,0,4.31,7.601402334583733,1.2947271675944,0.0,-0.5036847533273553
21448,38.997291,-76.990334,2100,34,11.5,0.2,60,1,0.28,7.650168700845001,0.18232155679395465,4.110873864173311,0.017506871604527886
21449,39.159367,-77.203751,1400,23,15.0,3.43,0,0,4.75,7.244941546337007,1.4883995840570443,0.0,-0.2736416601796899
21450,39.0354,-77.118347,3150,29,14.2,0.77,8,2,0.69,8.055475141757274,0.5709795465857378,2.1972245773362196,0.203772731033912
21451,39.221028,-77.28799,4600,25,7.8,9.61,0,0,9.75,8.434028950155469,2.3617969526258915,0.0,-0.8947347981841212
21452,39.169797,-77.259135,2000,24,16.5,6.13,0,0,5.92,7.601402334583733,1.9643112344262046,0.0,-0.35328996304028976
21453,39.089329,-77.140805,2400,29,14.7,0.43,21,2,0.48,7.783640596221253,0.3576744442718159,3.091042453358316,0.38076901941531355
21454,39.16038,-77.263389,2400,24,14.2,5.97,0,0,5.37,7.783640596221253,1.9416152247724325,0.0,-0.4577278395940673
21455,38.981151,-77.13366,6500,28,12.3,0.16,13,0,1.48,8.77971129020447,0.14842000511827327,2.6390573296152584,-0.044910785622370525
21456,39.092065,-76.92905,2250,34,14.0,0.1,26,1,0.72,7.719129840906732,0.09531017980432487,3.295836866004329,0.0549003789163046
21457,38.987178,-77.097444,3000,28,17.5,0.1,33,0,1.13,8.006700845440367,0.09531017980432487,3.5263605246161616,0.32306912138177596
21458,39.125872,-77.225637,2800,23,10.3,3.22,0,0,2.66,7.937731775260109,1.4398351280479205,0.0,-0.4924387189378306
21459,38.989529,-77.030387,2275,28,13.8,0.1,111,0,2.31,7.730174795246222,0.09531017980432487,4.718498871295094,0.29644600840883034
21460,39.078287,-77.214528,4300,23,9.0,2.4,0,1,0.88,8.366602832783736,1.2237754316221157,0.0,-0.3493376458721348
21461,39.144876,-77.062304,3350,29,15.7,0.25,35,0,3.68,8.11701408773731,0.22314355131420976,3.58351893845611,0.17607610472590943
21462,39.170131,-77.183692,3450,29,13.7,3.61,0,0,5.18,8.146419323098003,1.5282278570085572,0.0,-0.6089526176325505
21463,39.028009,-77.009956,2950,29,10.5,0.03,38,0,2.24,7.989899374942939,0.0295588022415444,3.6635616461296463,-0.010872100421017907
21464,39.033937,-77.103248,8000,29,13.0,0.77,7,0,0.88,8.987321812850125,0.5709795465857378,2.0794415416798357,-0.21253167545637033
21465,39.158939,-77.272488,2550,24,12.7,6.35,0,0,5.47,7.844240718141811,1.9947003132247452,0.0,-0.5391060918599457
21466,38.974991,-77.168076,595,28,14.7,1.27,0,1,0.32,6.39024066706535,0.8197798314933114,0.0,-0.174409725568924
21467,39.116138,-77.17067,2650,29,17.7,0.24,10,0,1.4,7.8826922062890254,0.2151113796169455,2.3978952727983707,0.1361891733756215
21468,39.154908,-77.059268,2100,29,15.7,0.03,27,0,4.36,7.650168700845001,0.0295588022415444,3.332204510175204,0.1962075743604553
21469,38.982705,-77.088866,12500,28,16.3,0.16,47,0,1.02,9.433563920090563,0.14842000511827327,3.871201010907891,0.27070952901186346
21470,39.189305,-77.188231,4200,29,11.2,4.95,0,0,6.52,8.343077871169383,1.7833912195575383,0.0,-0.7815097170320126
21471,39.152845,-77.227934,2750,23,15.3,4.08,0,0,4.52,7.919719760924575,1.6253112615903906,0.0,-0.30102912980881363
21472,39.07365,-77.155014,875,29,15.0,0.46,24,1,0.65,6.775366090936392,0.3784364357202451,3.2188758248682006,0.2582810326601319
21473,39.004429,-77.01344,1900,29,11.8,0.39,24,0,1.42,7.550135342488429,0.3293037471426004,3.2188758248682006,-0.05799939061450103
21474,39.095296,-77.192002,3095,29,15.2,1.97,0,0,1.23,8.037866234709618,1.0885619528146082,0.0,-0.4451053112679823
21475,39.212648,-77.26599,2995,25,12.0,8.39,0,0,8.87,8.005033344637111,2.2396452932201716,0.0,-0.6677379185492532
21476,39.155007,-77.27333,2000,24,12.8,6.28,0,0,5.24,7.601402334583733,1.9851308622085946,0.0,-0.5280539036392751
21477,39.113067,-77.221553,2800,24,15.3,2.97,0,0,1.82,7.937731775260109,1.3787660946990992,0.0,-0.2910878087389664
21478,39.177833,-77.27544,2995,24,14.3,7.16,0,0,6.73,8.005033344637111,2.0992441689760155,0.0,-0.49043039923665416
21479,39.035159,-77.034909,3300,29,15.0,0.08,25,0,1.83,8.101980731853192,0.07696104113612832,3.258096538021482,0.1371098696879056
21480,39.164264,-77.206012,2800,24,14.3,3.77,0,0,5.11,7.937731775260109,1.56234630490025,0.0,-0.37588148645699165
21481,39.146628,-77.281774,3100,23,12.5,6.5,0,0,4.98,8.03947991910045,2.0149030205422647,0.0,-0.5143713348496645
21482,39.024903,-77.10584,1550,29,9.8,0.93,0,1,0.88,7.346655163176539,0.6575200029167942,0.0,-0.42499330402008756
21483,39.05171,-77.104735,2500,29,13.7,0.07,28,0,0.9,7.824445930877619,0.06765864847381481,3.367295829986474,0.09697941768831517
21484,39.112999,-77.202974,4280,24,14.8,1.98,0,0,2.25,8.361941906144946,1.091923300517313,0.0,-0.2613023458870436
21485,39.283672,-77.204022,1800,25,13.5,11.49,0,0,13.09,7.496097345175956,2.5249283241374862,0.0,-0.6496034780324473
21486,39.13232,-77.191322,2699,29,14.2,1.66,0,0,2.78,7.90100705199242,0.9783261227936076,0.0,-0.46538850246816477
21487,39.149962,-77.237746,2600,23,13.2,4.42,0,0,4.35,7.8636512654486515,1.6900958154515549,0.0,-0.4103769800635261
21488,39.150174,-77.275479,2099,23,14.8,6.26,0,0,5.01,7.649692623711514,1.9823798288367047,0.0,-0.3944941181262448
21489,39.023949,-77.151049,3700,29,11.8,0.48,9,1,0.75,8.216358332386156,0.3920420877760237,2.302585092994046,-0.024821502033593366
21490,39.01523,-77.088601,4200,29,12.0,0.47,17,1,0.85,8.343077871169383,0.3852624007906449,2.8903717578961645,0.051896642697568884
21491,39.123496,-77.211727,2250,24,13.8,2.45,0,0,2.66,7.719129840906732,1.2383742310432684,0.0,-0.32653849498740223
21492,39.085878,-77.139175,3200,29,14.8,0.43,21,3,0.68,8.071218539969863,0.3576744442718159,3.091042453358316,0.5453073245449662
21493,39.096877,-77.209344,3995,24,12.5,2.83,0,0,1.24,8.293049139768444,1.3428648031925547,0.0,-0.4189172398729403
21494,39.13232,-77.191322,2092,29,14.2,1.66,0,0,2.78,7.646353722445999,0.9783261227936076,0.0,-0.4607452709768753
21495,39.076685,-77.119165,3000,29,12.7,0.04,19,1,0.51,8.006700845440367,0.039220713153281295,2.995732273553991,0.17555889406458944
21496,39.161432,-77.211473,2800,24,13.5,3.8,0,0,5.2,7.937731775260109,1.5686159179138452,0.0,-0.41404146718778373
21497,39.173224,-77.254393,2500,24,13.2,6.07,0,0,6.08,7.824445930877619,1.9558604799084813,0.0,-0.5075244130575896
21498,39.183191,-77.196752,3200,29,12.7,4.69,0,0,6.2,8.071218539969863,1.7387102481382397,0.0,-0.6980532988498235
21499,39.175079,-77.243417,2150,23,14.0,5.71,0,0,6.1,7.67368812926773,1.9035989509835904,0.0,-0.4151402151649332
21500,39.182778,-77.227248,1200,23,12.0,5.48,0,0,6.58,7.0909098220799835,1.8687205103641833,0.0,-0.4892440644451169
21501,39.059159,-76.995717,3400,34,10.5,0.1,18,1,0.51,8.131824785007195,0.09531017980432487,2.9444389791664403,-0.15466982277748292
21502,39.188356,-77.194202,2600,29,15.5,4.98,0,0,6.52,7.8636512654486515,1.7884205679625405,0.0,-0.5758325138537321
21503,39.065985,-76.969053,3500,34,11.0,0.24,25,0,1.84,8.160803920954665,0.2151113796169455,3.258096538021482,-0.2861449108184803
21504,39.167148,-77.051695,3200,29,11.0,0.89,2,0,5.21,8.071218539969863,0.636576829071551,1.0986122886681098,-0.41588377492752265
21505,39.073646,-77.155012,875,29,15.0,0.46,24,1,0.65,6.775366090936392,0.3784364357202451,3.2188758248682006,0.2582810326601319
21506,38.996839,-77.031812,1700,28,14.8,0.11,97,0,2.8,7.438971592395862,0.10436001532424277,4.584967478670572,0.3303551009761902
21507,39.107731,-77.209421,3550,24,14.8,2.4,0,0,1.75,8.174984532943087,1.2237754316221157,0.0,-0.2857231698784928
21508,39.142441,-77.412272,2300,24,12.0,13.72,0,0,10.56,7.741099090035366,2.6892071133007303,0.0,-0.7160454533668599
21509,39.122783,-77.259869,2700,23,13.3,5.02,0,0,2.96,7.901377353792616,1.7950872593207297,0.0,-0.4286205732869996
21510,39.105826,-77.05838,2100,29,10.0,0.87,0,1,0.98,7.650168700845001,0.6259384308664953,0.0,-0.41465241497399147
21511,39.13232,-77.191322,2213,29,14.2,1.66,0,0,2.78,7.7025561132685825,0.9783261227936076,0.0,-0.4617700394785006
21512,39.095803,-76.982295,3600,34,9.0,1.02,0,0,2.49,8.188966863648876,0.7030975114131134,0.0,-0.8608253361967421
21513,38.984043,-77.096846,2100,28,18.0,0.09,29,1,0.92,7.650168700845001,0.08617769624105233,3.4011973816621555,0.5051350984314306
21514,39.191803,-77.280869,2500,23,13.7,7.98,0,0,7.73,7.824445930877619,2.194999882314108,0.0,-0.49320812196136293
21515,39.187338,-77.274589,1795,24,13.8,7.52,0,0,7.32,7.493317248862145,2.1424163408412245,0.0,-0.5132351699549186
21516,39.055926,-77.069739,1100,29,11.7,0.17,63,1,0.54,7.00397413672268,0.15700374880966475,4.1588830833596715,0.2582678781982857
21517,38.963894,-77.091384,3025,28,14.3,0.09,48,1,0.68,8.014996894348302,0.08617769624105233,3.8918202981106265,0.3851970177609422
21518,38.987107,-77.097698,8750,28,17.5,0.11,33,0,1.12,9.076923258535832,0.10436001532424277,3.5263605246161616,0.30164505149928406
21519,39.041906,-77.053444,3425,29,19.2,0.03,46,1,0.77,8.139148678884066,0.0295588022415444,3.8501476017100584,0.5738917496506488
21520,39.059032,-77.118973,4000,29,19.5,0.18,15,1,0.94,8.294299608857235,0.16551443847757338,2.772588722239781,0.43080752231298136
21521,39.07413,-77.130732,2850,29,13.3,0.3,17,2,0.66,7.955425088912672,0.26236426446749106,2.8903717578961645,0.3099416162576999
21522,39.1502,-77.061264,2500,29,15.7,0.01,30,0,4.04,7.824445930877619,0.009950330853168083,3.4339872044851463,0.20901093991364636
21523,39.018865,-77.120305,8000,29,11.7,0.03,27,3,0.56,8.987321812850125,0.0295588022415444,3.332204510175204,0.4831750551114125
21524,39.020976,-77.035366,3300,29,14.2,0.48,18,0,2.51,8.101980731853192,0.3920420877760237,2.9444389791664403,-0.0027240413825397295
21525,39.067685,-77.118242,3200,29,12.7,0.38,29,0,1.09,8.071218539969863,0.32208349916911333,3.4011973816621555,-0.0033223885474393503
21526,39.000043,-77.026351,4600,28,13.5,0.03,85,0,2.09,8.434028950155469,0.0295588022415444,4.454347296253507,0.2529426501656051
21527,39.163803,-77.277794,2250,24,13.0,6.76,0,0,5.89,7.719129840906732,2.048982334195127,0.0,-0.534468305406603
21528,39.243214,-77.258027,1499,25,13.8,9.87,0,0,10.87,7.313220387090301,2.386006701133118,0.0,-0.6031333736248844
21529,39.042324,-77.117409,2650,29,11.8,0.43,9,2,0.24,7.8826922062890254,0.3576744442718159,2.302585092994046,0.15369359524758305
21530,39.016901,-76.980059,2900,34,12.8,0.15,43,0,1.19,7.972810784121404,0.13976194237515868,3.784189633918261,-0.12272024984089605
21531,39.174059,-77.20074,1900,24,11.8,4.2,0,0,5.65,7.550135342488429,1.6486586255873816,0.0,-0.5021465581960276
21532,38.974796,-77.119883,2100,28,11.0,0.16,12,0,1.09,7.650168700845001,0.14842000511827327,2.5649493574615367,-0.09279722103737399
21533,38.962952,-77.08984,1700,28,16.7,0.05,55,1,0.79,7.438971592395862,0.04879016416943201,4.02535169073515,0.5296375812654125
21534,39.083794,-76.934584,1300,34,10.3,0.11,43,1,0.16,7.170888478512505,0.10436001532424277,3.784189633918261,-0.050563469713708876
21535,39.058359,-77.104937,1990,29,11.5,0.21,40,0,1.19,7.596392304064196,0.1906203596086497,3.713572066704308,0.014172554252465112
21536,39.122912,-77.211094,2800,23,13.8,2.41,0,0,2.63,7.937731775260109,1.2267122912954254,0.0,-0.2862949602559689
21537,39.132113,-77.073312,3000,29,11.8,0.14,15,0,2.93,8.006700845440367,0.1310282624064041,2.772588722239781,-0.07639983600430877
21538,39.159583,-77.204191,2100,23,15.0,3.46,0,0,4.78,7.650168700845001,1.4951487660319727,0.0,-0.2824549193604413
21539,39.11916,-77.17505,3900,29,17.7,0.46,6,0,1.63,8.268988209506656,0.3784364357202451,1.9459101490553132,0.04208485501702408
21540,39.119335,-77.210995,2850,23,14.8,2.38,0,0,2.41,7.955425088912672,1.2178757094949273,0.0,-0.23870662013057073
21541,39.164907,-77.267712,2475,24,12.3,6.33,0,0,5.74,7.814399633804487,1.9919755158985601,0.0,-0.5564052008685637
21542,38.995284,-77.088149,3500,28,12.7,0.19,62,0,1.8,8.160803920954665,0.173953307123438,4.143134726391533,0.15440147723802053
21543,39.042507,-77.061807,3000,29,15.0,0.12,41,1,0.55,8.006700845440367,0.11332868530700317,3.7376696182833684,0.35214639057442104
21544,39.114711,-77.214953,2200,24,13.5,2.6,0,0,2.03,7.696667081526462,1.2809338454620642,0.0,-0.34892562751248857
21870,39.422504,-77.451096,1917,27,17.2,25.91,0,0,26.01,7.559038255443384,3.2924979647388146,0.0,-0.7259265651323882
21871,39.422504,-77.451096,2877,27,17.2,25.91,0,0,26.01,7.964850887447313,3.2924979647388146,0.0,-0.7333259657050802
21872,39.404896,-77.441109,2014,27,16.8,24.62,0,0,24.69,7.608374474380783,3.2433732964685884,0.0,-0.7348758451928823
21873,39.404896,-77.441109,2088,27,16.8,24.62,0,0,24.69,7.644440761556566,3.2433732964685884,0.0,-0.7355334612573836
21874,39.422504,-77.451096,2467,27,17.2,25.91,0,0,26.01,7.811163385025279,3.2924979647388146,0.0,-0.7305236985902749
21875,39.423702,-77.461334,1723,27,15.8,26.3,0,0,26.34,7.452402451223638,3.3068867021909143,0.0,-0.7914833834137962
21876,39.378864,-77.428673,1663,25,11.7,22.79,0,0,22.79,7.416979621381154,3.1692653243148663,0.0,-0.867042077797063
21877,39.329945,-77.362105,2780,25,7.2,17.94,0,0,18.2,7.930565854233965,2.9412760877579323,0.0,-1.0354916807637466
21878,39.404896,-77.441109,2223,27,16.8,24.62,0,0,24.69,7.707062655370473,3.2433732964685884,0.0,-0.7366752800190657
21879,39.378864,-77.428673,1698,25,11.7,22.79,0,0,22.79,7.4377951216719325,3.1692653243148663,0.0,-0.867421618039593
21880,39.431179,-77.401482,2627,27,16.8,24.94,0,0,25.46,7.873978379604501,3.255786178888298,0.0,-0.7423387022774526
21881,39.423702,-77.461334,1684,27,15.8,26.3,0,0,26.34,7.429520842786462,3.3068867021909143,0.0,-0.791066170707188
21882,39.423702,-77.461334,1686,27,15.8,26.3,0,0,26.34,7.430707082545968,3.3068867021909143,0.0,-0.7910878000564581
21883,39.378864,-77.428673,1712,25,11.7,22.79,0,0,22.79,7.44600149832412,3.1692653243148663,0.0,-0.8675712493307631
21884,39.425719,-77.444372,2250,27,15.0,25.88,0,0,26.05,7.719129840906732,3.2913825156549485,0.0,-0.8299110039249203
21885,39.378864,-77.428673,1731,25,11.7,22.79,0,0,22.79,7.4570320891223805,3.1692653243148663,0.0,-0.8677723760415477
21886,39.423702,-77.461334,1376,27,15.8,26.3,0,0,26.34,7.227662498728654,3.3068867021909143,0.0,-0.7873855786584675
21887,39.423702,-77.461334,1852,27,15.8,26.3,0,0,26.34,7.52456122628536,3.3068867021909143,0.0,-0.7927990932744772
21888,39.366383,-77.435234,2135,25,14.3,22.35,0,0,22.21,7.666690200080086,3.150596984114906,0.0,-0.7479357309418209
21889,39.423702,-77.461334,1537,27,15.8,26.3,0,0,26.34,7.338238150065589,3.3068867021909143,0.0,-0.7894017641423644
21890,39.378864,-77.428673,1663,25,11.7,22.79,0,0,22.79,7.416979621381154,3.1692653243148663,0.0,-0.867042077797063
21891,39.423702,-77.461334,1712,27,15.8,26.3,0,0,26.34,7.44600149832412,3.3068867021909143,0.0,-0.7913666713875672
21892,39.366383,-77.435234,2447,25,14.3,22.35,0,0,22.21,7.803026643632217,3.150596984114906,0.0,-0.7504216268428845
21893,39.422504,-77.451096,1892,27,17.2,25.91,0,0,26.01,7.545918151209323,3.2924979647388146,0.0,-0.7256873391962613
21894,39.378864,-77.428673,2020,25,11.7,22.79,0,0,22.79,7.611347717403621,3.1692653243148663,0.0,-0.87058609611389
21895,39.434814,-77.415314,1929,27,14.5,25.54,0,0,25.97,7.5652752818989315,3.2786530289040616,0.0,-0.8474418256848213
21896,39.423702,-77.461334,1928,27,15.8,26.3,0,0,26.34,7.564757012905729,3.3068867021909143,0.0,-0.7935320047293766
21897,39.423702,-77.461334,1960,27,15.8,26.3,0,0,26.34,7.581209826196346,3.3068867021909143,0.0,-0.7938319977470503
21898,39.404896,-77.441109,2197,27,16.8,24.62,0,0,24.69,7.6953031349635665,3.2433732964685884,0.0,-0.7364608623416175
